Country,Continent,Year,Shock_category,Shock_type,count
United Arab Emirates,Asia,2013,CONFLICTS,Intrastate conflict,1
United Arab Emirates,Asia,2013,CONFLICTS,Terrorist attack,1
United Arab Emirates,Asia,2013,ECOLOGICAL,Infectious disease,1
United Arab Emirates,Asia,2013,TECHNOLOGICAL,Road,1
United Kingdom,Europe,1990,CLIMATIC,Storm,7
United Kingdom,Europe,1990,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,1990,CONFLICTS,Terrorist attack,147
United Kingdom,Europe,1990,GEOPHYSICAL,Earthquake,1
United Kingdom,Europe,1990,TECHNOLOGICAL,Fire (Miscellaneous),1
United Kingdom,Europe,1991,CLIMATIC,Extreme temperature,1
United Kingdom,Europe,1991,CLIMATIC,Storm,1
United Kingdom,Europe,1991,CONFLICTS,Interstate conflict,1
United Kingdom,Europe,1991,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,1991,CONFLICTS,Terrorist attack,262
United Kingdom,Europe,1991,TECHNOLOGICAL,Fire (Industrial),1
United Kingdom,Europe,1991,TECHNOLOGICAL,Rail,2
United Kingdom,Europe,1991,TECHNOLOGICAL,Road,1
United Kingdom,Europe,1992,CONFLICTS,Terrorist attack,274
United Kingdom,Europe,1992,TECHNOLOGICAL,Air,1
United Kingdom,Europe,1993,CLIMATIC,Flood,2
United Kingdom,Europe,1993,CONFLICTS,Terrorist attack,224
United Kingdom,Europe,1994,CLIMATIC,Flood,2
United Kingdom,Europe,1994,CONFLICTS,Terrorist attack,256
United Kingdom,Europe,1994,TECHNOLOGICAL,Air,1
United Kingdom,Europe,1994,TECHNOLOGICAL,Fire (Miscellaneous),1
United Kingdom,Europe,1994,TECHNOLOGICAL,Road,3
United Kingdom,Europe,1994,TECHNOLOGICAL,Water,1
United Kingdom,Europe,1995,CLIMATIC,Storm,1
United Kingdom,Europe,1995,CONFLICTS,Terrorist attack,22
United Kingdom,Europe,1995,TECHNOLOGICAL,Air,1
United Kingdom,Europe,1995,TECHNOLOGICAL,Fire (Industrial),1
United Kingdom,Europe,1995,TECHNOLOGICAL,Gas leak,1
United Kingdom,Europe,1995,TECHNOLOGICAL,Road,1
United Kingdom,Europe,1996,CLIMATIC,Storm,1
United Kingdom,Europe,1996,CONFLICTS,Terrorist attack,36
United Kingdom,Europe,1996,ECOLOGICAL,Infectious disease,1
United Kingdom,Europe,1996,TECHNOLOGICAL,Explosion (Industrial),1
United Kingdom,Europe,1997,CLIMATIC,Extreme temperature,1
United Kingdom,Europe,1997,CLIMATIC,Flood,2
United Kingdom,Europe,1997,CONFLICTS,Terrorist attack,78
United Kingdom,Europe,1997,TECHNOLOGICAL,Chemical spill,1
United Kingdom,Europe,1997,TECHNOLOGICAL,Rail,1
United Kingdom,Europe,1997,TECHNOLOGICAL,Water,1
United Kingdom,Europe,1998,CLIMATIC,Flood,1
United Kingdom,Europe,1998,CLIMATIC,Storm,3
United Kingdom,Europe,1998,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,1998,CONFLICTS,Terrorist attack,63
United Kingdom,Europe,1999,CLIMATIC,Flood,1
United Kingdom,Europe,1999,CLIMATIC,Storm,2
United Kingdom,Europe,1999,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,1999,CONFLICTS,Terrorist attack,76
United Kingdom,Europe,1999,TECHNOLOGICAL,Rail,1
United Kingdom,Europe,2000,CLIMATIC,Flood,3
United Kingdom,Europe,2000,CLIMATIC,Storm,3
United Kingdom,Europe,2000,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,2000,CONFLICTS,Terrorist attack,61
United Kingdom,Europe,2000,ECOLOGICAL,Infectious disease,2
United Kingdom,Europe,2001,CLIMATIC,Flood,2
United Kingdom,Europe,2001,CONFLICTS,Interstate conflict,1
United Kingdom,Europe,2001,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,2001,CONFLICTS,Terrorist attack,94
United Kingdom,Europe,2001,ECOLOGICAL,Infectious disease,2
United Kingdom,Europe,2001,TECHNOLOGICAL,Rail,1
United Kingdom,Europe,2002,CLIMATIC,Flood,3
United Kingdom,Europe,2002,CLIMATIC,Storm,2
United Kingdom,Europe,2002,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,2002,CONFLICTS,Terrorist attack,21
United Kingdom,Europe,2002,TECHNOLOGICAL,Air,1
United Kingdom,Europe,2003,CLIMATIC,Extreme temperature,1
United Kingdom,Europe,2003,CONFLICTS,Interstate conflict,1
United Kingdom,Europe,2003,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,2003,CONFLICTS,Terrorist attack,23
United Kingdom,Europe,2003,ECOLOGICAL,Infectious disease,3
United Kingdom,Europe,2004,CLIMATIC,Flood,1
United Kingdom,Europe,2004,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,2004,CONFLICTS,Terrorist attack,5
United Kingdom,Europe,2004,ECOLOGICAL,Infectious disease,1
United Kingdom,Europe,2004,TECHNOLOGICAL,Miscellaneous accident (General),1
United Kingdom,Europe,2004,TECHNOLOGICAL,Rail,1
United Kingdom,Europe,2005,CLIMATIC,Extreme temperature,2
United Kingdom,Europe,2005,CLIMATIC,Storm,2
United Kingdom,Europe,2005,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,2005,CONFLICTS,Terrorist attack,29
United Kingdom,Europe,2006,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,2006,CONFLICTS,Terrorist attack,6
United Kingdom,Europe,2007,CLIMATIC,Flood,3
United Kingdom,Europe,2007,CLIMATIC,Storm,1
United Kingdom,Europe,2007,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,2007,CONFLICTS,Terrorist attack,24
United Kingdom,Europe,2007,ECOLOGICAL,Infectious disease,1
United Kingdom,Europe,2007,ECONOMIC,Banking Crises,1
United Kingdom,Europe,2007,GEOPHYSICAL,Earthquake,1
United Kingdom,Europe,2008,CLIMATIC,Flood,2
United Kingdom,Europe,2008,CLIMATIC,Storm,1
United Kingdom,Europe,2008,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,2008,CONFLICTS,Terrorist attack,39
United Kingdom,Europe,2008,ECONOMIC,Banking Crises,1
United Kingdom,Europe,2009,CLIMATIC,Extreme temperature,1
United Kingdom,Europe,2009,CLIMATIC,Flood,1
United Kingdom,Europe,2009,CLIMATIC,Storm,1
United Kingdom,Europe,2009,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,2009,CONFLICTS,Terrorist attack,23
United Kingdom,Europe,2009,ECOLOGICAL,Infectious disease,1
United Kingdom,Europe,2009,ECONOMIC,Banking Crises,1
United Kingdom,Europe,2009,TECHNOLOGICAL,Air,1
United Kingdom,Europe,2010,CLIMATIC,Extreme temperature,1
United Kingdom,Europe,2010,CLIMATIC,Storm,1
United Kingdom,Europe,2010,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,2010,CONFLICTS,Terrorist attack,57
United Kingdom,Europe,2010,ECONOMIC,Banking Crises,1
United Kingdom,Europe,2011,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,2011,CONFLICTS,Terrorist attack,47
United Kingdom,Europe,2011,ECOLOGICAL,Infectious disease,2
United Kingdom,Europe,2011,ECONOMIC,Banking Crises,1
United Kingdom,Europe,2012,CLIMATIC,Flood,5
United Kingdom,Europe,2012,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,2012,CONFLICTS,Terrorist attack,54
United Kingdom,Europe,2012,ECOLOGICAL,Infectious disease,1
United Kingdom,Europe,2013,CLIMATIC,Extreme temperature,1
United Kingdom,Europe,2013,CLIMATIC,Flood,1
United Kingdom,Europe,2013,CLIMATIC,Storm,3
United Kingdom,Europe,2013,CONFLICTS,Intrastate conflict,1
United Kingdom,Europe,2013,CONFLICTS,Terrorist attack,136
United Kingdom,Europe,2013,ECOLOGICAL,Infectious disease,1
United Kingdom,Europe,2013,TECHNOLOGICAL,Air,1
United States,America,1990,CLIMATIC,Extreme temperature,2
United States,America,1990,CLIMATIC,Flood,4
United States,America,1990,CLIMATIC,Storm,15
United States,America,1990,CONFLICTS,Terrorist attack,32
United States,America,1990,ECOLOGICAL,Infectious disease,1
United States,America,1990,GEOPHYSICAL,Earthquake,2
United States,America,1990,TECHNOLOGICAL,Air,2
United States,America,1990,TECHNOLOGICAL,Explosion (Industrial),1
United States,America,1990,TECHNOLOGICAL,Fire (Miscellaneous),1
United States,America,1990,TECHNOLOGICAL,Rail,2
United States,America,1990,TECHNOLOGICAL,Road,1
United States,America,1990,TECHNOLOGICAL,Water,1
United States,America,1991,CLIMATIC,Drought,2
United States,America,1991,CLIMATIC,Flood,14
United States,America,1991,CLIMATIC,Storm,17
United States,America,1991,CLIMATIC,Wildfire,2
United States,America,1991,CONFLICTS,Interstate conflict,1
United States,America,1991,CONFLICTS,Terrorist attack,31
United States,America,1991,GEOPHYSICAL,Earthquake,1
United States,America,1991,TECHNOLOGICAL,Air,5
United States,America,1991,TECHNOLOGICAL,Chemical spill,1
United States,America,1991,TECHNOLOGICAL,Explosion (Industrial),1
United States,America,1991,TECHNOLOGICAL,Gas leak,1
United States,America,1991,TECHNOLOGICAL,Miscellaneous accident (General),1
United States,America,1991,TECHNOLOGICAL,Rail,1
United States,America,1992,CLIMATIC,Storm,27
United States,America,1992,CLIMATIC,Wildfire,2
United States,America,1992,CONFLICTS,Terrorist attack,32
United States,America,1992,GEOPHYSICAL,Earthquake,3
United States,America,1992,TECHNOLOGICAL,Air,3
United States,America,1993,CLIMATIC,Extreme temperature,1
United States,America,1993,CLIMATIC,Flood,6
United States,America,1993,CLIMATIC,Storm,20
United States,America,1993,CLIMATIC,Wildfire,1
United States,America,1993,CONFLICTS,Terrorist attack,28
United States,America,1993,ECOLOGICAL,Infectious disease,1
United States,America,1993,GEOPHYSICAL,Earthquake,1
United States,America,1993,TECHNOLOGICAL,Air,2
United States,America,1993,TECHNOLOGICAL,Fire (Miscellaneous),3
United States,America,1993,TECHNOLOGICAL,Gas leak,1
United States,America,1993,TECHNOLOGICAL,Rail,1
United States,America,1994,CLIMATIC,Flood,1
United States,America,1994,CLIMATIC,Mass movement (wet),1
United States,America,1994,CLIMATIC,Storm,9
United States,America,1994,CLIMATIC,Wildfire,3
United States,America,1994,CONFLICTS,Terrorist attack,55
United States,America,1994,GEOPHYSICAL,Earthquake,2
United States,America,1994,TECHNOLOGICAL,Air,6
United States,America,1994,TECHNOLOGICAL,Explosion (Industrial),4
United States,America,1994,TECHNOLOGICAL,Fire (Industrial),1
United States,America,1994,TECHNOLOGICAL,Gas leak,1
United States,America,1994,TECHNOLOGICAL,Rail,1
United States,America,1995,CLIMATIC,Extreme temperature,2
United States,America,1995,CLIMATIC,Flood,5
United States,America,1995,CLIMATIC,Storm,10
United States,America,1995,CONFLICTS,Terrorist attack,60
United States,America,1995,TECHNOLOGICAL,Air,2
United States,America,1995,TECHNOLOGICAL,Collapse (Miscellaneous),1
United States,America,1995,TECHNOLOGICAL,Explosion (Industrial),1
United States,America,1995,TECHNOLOGICAL,Fire (Industrial),1
United States,America,1995,TECHNOLOGICAL,Rail,1
United States,America,1996,CLIMATIC,Flood,4
United States,America,1996,CLIMATIC,Storm,9
United States,America,1996,CLIMATIC,Wildfire,1
United States,America,1996,CONFLICTS,Terrorist attack,35
United States,America,1996,ECOLOGICAL,Infectious disease,2
United States,America,1996,TECHNOLOGICAL,Air,4
United States,America,1996,TECHNOLOGICAL,Fire (Miscellaneous),2
United States,America,1996,TECHNOLOGICAL,Gas leak,1
United States,America,1996,TECHNOLOGICAL,Rail,2
United States,America,1996,TECHNOLOGICAL,Water,1
United States,America,1997,CLIMATIC,Flood,8
United States,America,1997,CLIMATIC,Storm,23
United States,America,1997,CLIMATIC,Wildfire,2
United States,America,1997,CONFLICTS,Terrorist attack,42
United States,America,1997,TECHNOLOGICAL,Air,1
United States,America,1997,TECHNOLOGICAL,Chemical spill,1
United States,America,1997,TECHNOLOGICAL,Explosion (Industrial),1
United States,America,1997,TECHNOLOGICAL,Fire (Miscellaneous),1
United States,America,1997,TECHNOLOGICAL,Miscellaneous accident (General),1
United States,America,1997,TECHNOLOGICAL,Rail,1
United States,America,1998,CLIMATIC,Extreme temperature,1
United States,America,1998,CLIMATIC,Flood,7
United States,America,1998,CLIMATIC,Storm,20
United States,America,1998,CLIMATIC,Wildfire,4
United States,America,1998,CONFLICTS,Terrorist attack,31
United States,America,1998,ECOLOGICAL,Infectious disease,1
United States,America,1998,TECHNOLOGICAL,Chemical spill,5
United States,America,1998,TECHNOLOGICAL,Explosion (Industrial),1
United States,America,1998,TECHNOLOGICAL,Fire (Industrial),1
United States,America,1998,TECHNOLOGICAL,Gas leak,1
United States,America,1998,TECHNOLOGICAL,Miscellaneous accident (General),1
United States,America,1999,CLIMATIC,Drought,1
United States,America,1999,CLIMATIC,Extreme temperature,1
United States,America,1999,CLIMATIC,Flood,1
United States,America,1999,CLIMATIC,Storm,16
United States,America,1999,CLIMATIC,Wildfire,3
United States,America,1999,CONFLICTS,Intrastate conflict,1
United States,America,1999,CONFLICTS,Terrorist attack,54
United States,America,1999,ECOLOGICAL,Infectious disease,3
United States,America,1999,TECHNOLOGICAL,Air,4
United States,America,1999,TECHNOLOGICAL,Collapse (Miscellaneous),1
United States,America,1999,TECHNOLOGICAL,Rail,1
United States,America,1999,TECHNOLOGICAL,Road,4
United States,America,1999,TECHNOLOGICAL,Water,2
United States,America,2000,CLIMATIC,Drought,2
United States,America,2000,CLIMATIC,Extreme temperature,1
United States,America,2000,CLIMATIC,Flood,8
United States,America,2000,CLIMATIC,Storm,12
United States,America,2000,CLIMATIC,Wildfire,7
United States,America,2000,CONFLICTS,Terrorist attack,42
United States,America,2000,ECOLOGICAL,Infectious disease,2
United States,America,2000,GEOPHYSICAL,Earthquake,1
United States,America,2000,TECHNOLOGICAL,Air,3
United States,America,2000,TECHNOLOGICAL,Collapse (Miscellaneous),2
United States,America,2000,TECHNOLOGICAL,Explosion (Miscellaneous),1
United States,America,2000,TECHNOLOGICAL,Fire (Miscellaneous),1
United States,America,2000,TECHNOLOGICAL,Rail,1
United States,America,2001,CLIMATIC,Extreme temperature,1
United States,America,2001,CLIMATIC,Flood,5
United States,America,2001,CLIMATIC,Storm,17
United States,America,2001,CLIMATIC,Wildfire,3
United States,America,2001,CONFLICTS,Interstate conflict,1
United States,America,2001,CONFLICTS,Intrastate conflict,1
United States,America,2001,CONFLICTS,Terrorist attack,47
United States,America,2001,ECOLOGICAL,Infectious disease,1
United States,America,2001,GEOPHYSICAL,Earthquake,1
United States,America,2001,TECHNOLOGICAL,Air,4
United States,America,2001,TECHNOLOGICAL,Collapse (Miscellaneous),1
United States,America,2001,TECHNOLOGICAL,Explosion (Industrial),1
United States,America,2001,TECHNOLOGICAL,Fire (Miscellaneous),1
United States,America,2001,TECHNOLOGICAL,Rail,1
United States,America,2001,TECHNOLOGICAL,Water,1
United States,America,2002,CLIMATIC,Drought,1
United States,America,2002,CLIMATIC,Extreme temperature,1
United States,America,2002,CLIMATIC,Flood,4
United States,America,2002,CLIMATIC,Storm,15
United States,America,2002,CLIMATIC,Wildfire,8
United States,America,2002,CONFLICTS,Intrastate conflict,1
United States,America,2002,CONFLICTS,Terrorist attack,33
United States,America,2002,ECOLOGICAL,Infectious disease,1
United States,America,2002,TECHNOLOGICAL,Fire (Miscellaneous),1
United States,America,2002,TECHNOLOGICAL,Rail,3
United States,America,2002,TECHNOLOGICAL,Road,1
United States,America,2002,TECHNOLOGICAL,Water,2
United States,America,2003,CLIMATIC,Flood,4
United States,America,2003,CLIMATIC,Mass movement (wet),1
United States,America,2003,CLIMATIC,Storm,14
United States,America,2003,CLIMATIC,Wildfire,3
United States,America,2003,CONFLICTS,Interstate conflict,1
United States,America,2003,CONFLICTS,Intrastate conflict,1
United States,America,2003,CONFLICTS,Terrorist attack,35
United States,America,2003,ECOLOGICAL,Infectious disease,2
United States,America,2003,GEOPHYSICAL,Earthquake,1
United States,America,2003,TECHNOLOGICAL,Air,2
United States,America,2003,TECHNOLOGICAL,Collapse (Miscellaneous),1
United States,America,2003,TECHNOLOGICAL,Explosion (Industrial),1
United States,America,2003,TECHNOLOGICAL,Fire (Miscellaneous),3
United States,America,2003,TECHNOLOGICAL,Miscellaneous accident (General),1
United States,America,2003,TECHNOLOGICAL,Road,2
United States,America,2003,TECHNOLOGICAL,Water,1
United States,America,2004,CLIMATIC,Extreme temperature,1
United States,America,2004,CLIMATIC,Flood,4
United States,America,2004,CLIMATIC,Storm,12
United States,America,2004,CLIMATIC,Wildfire,3
United States,America,2004,CONFLICTS,Intrastate conflict,1
United States,America,2004,CONFLICTS,Terrorist attack,9
United States,America,2004,ECOLOGICAL,Infectious disease,2
United States,America,2004,TECHNOLOGICAL,Explosion (Industrial),1
United States,America,2004,TECHNOLOGICAL,Fire (Miscellaneous),1
United States,America,2004,TECHNOLOGICAL,Miscellaneous accident (General),1
United States,America,2004,TECHNOLOGICAL,Rail,1
United States,America,2005,CLIMATIC,Extreme temperature,1
United States,America,2005,CLIMATIC,Flood,6
United States,America,2005,CLIMATIC,Storm,8
United States,America,2005,CLIMATIC,Wildfire,1
United States,America,2005,CONFLICTS,Intrastate conflict,1
United States,America,2005,CONFLICTS,Terrorist attack,21
United States,America,2005,TECHNOLOGICAL,Air,1
United States,America,2005,TECHNOLOGICAL,Explosion (Industrial),1
United States,America,2005,TECHNOLOGICAL,Rail,2
United States,America,2005,TECHNOLOGICAL,Road,1
United States,America,2005,TECHNOLOGICAL,Water,1
United States,America,2006,CLIMATIC,Extreme temperature,2
United States,America,2006,CLIMATIC,Flood,11
United States,America,2006,CLIMATIC,Storm,12
United States,America,2006,CLIMATIC,Wildfire,4
United States,America,2006,CONFLICTS,Intrastate conflict,1
United States,America,2006,CONFLICTS,Terrorist attack,6
United States,America,2006,ECOLOGICAL,Infectious disease,1
United States,America,2006,GEOPHYSICAL,Earthquake,1
United States,America,2006,TECHNOLOGICAL,Air,1
United States,America,2006,TECHNOLOGICAL,Explosion (Industrial),1
United States,America,2006,TECHNOLOGICAL,Fire (Miscellaneous),1
United States,America,2006,TECHNOLOGICAL,Water,1
United States,America,2007,CLIMATIC,Drought,1
United States,America,2007,CLIMATIC,Flood,6
United States,America,2007,CLIMATIC,Storm,13
United States,America,2007,CLIMATIC,Wildfire,3
United States,America,2007,CONFLICTS,Intrastate conflict,1
United States,America,2007,CONFLICTS,Terrorist attack,11
United States,America,2007,ECOLOGICAL,Infectious disease,1
United States,America,2007,ECONOMIC,Banking Crises,1
United States,America,2007,TECHNOLOGICAL,Air,1
United States,America,2007,TECHNOLOGICAL,Collapse (Miscellaneous),1
United States,America,2007,TECHNOLOGICAL,Fire (Miscellaneous),1
United States,America,2008,CLIMATIC,Extreme temperature,1
United States,America,2008,CLIMATIC,Flood,4
United States,America,2008,CLIMATIC,Storm,14
United States,America,2008,CLIMATIC,Wildfire,2
United States,America,2008,CONFLICTS,Intrastate conflict,1
United States,America,2008,CONFLICTS,Terrorist attack,18
United States,America,2008,ECONOMIC,Banking Crises,1
United States,America,2008,GEOPHYSICAL,Earthquake,1
United States,America,2008,TECHNOLOGICAL,Air,1
United States,America,2008,TECHNOLOGICAL,Explosion (Industrial),1
United States,America,2008,TECHNOLOGICAL,Fire (Miscellaneous),1
United States,America,2008,TECHNOLOGICAL,Rail,1
United States,America,2008,TECHNOLOGICAL,Road,2
United States,America,2009,CLIMATIC,Extreme temperature,1
United States,America,2009,CLIMATIC,Flood,4
United States,America,2009,CLIMATIC,Storm,10
United States,America,2009,CLIMATIC,Wildfire,2
United States,America,2009,CONFLICTS,Intrastate conflict,1
United States,America,2009,CONFLICTS,Terrorist attack,12
United States,America,2009,ECOLOGICAL,Infectious disease,1
United States,America,2009,ECONOMIC,Banking Crises,1
United States,America,2009,TECHNOLOGICAL,Air,2
United States,America,2009,TECHNOLOGICAL,Water,1
United States,America,2010,CLIMATIC,Flood,3
United States,America,2010,CLIMATIC,Storm,12
United States,America,2010,CONFLICTS,Intrastate conflict,1
United States,America,2010,CONFLICTS,Terrorist attack,19
United States,America,2010,ECOLOGICAL,Fisheries,1
United States,America,2010,ECONOMIC,Banking Crises,1
United States,America,2010,GEOPHYSICAL,Earthquake,1
United States,America,2010,TECHNOLOGICAL,Explosion (Industrial),3
United States,America,2010,TECHNOLOGICAL,Explosion (Miscellaneous),1
United States,America,2011,CLIMATIC,Drought,1
United States,America,2011,CLIMATIC,Extreme temperature,1
United States,America,2011,CLIMATIC,Flood,4
United States,America,2011,CLIMATIC,Storm,14
United States,America,2011,CLIMATIC,Wildfire,3
United States,America,2011,CONFLICTS,Intrastate conflict,1
United States,America,2011,CONFLICTS,Terrorist attack,9
United States,America,2011,ECOLOGICAL,Infectious disease,2
United States,America,2011,ECONOMIC,Banking Crises,1
United States,America,2011,TECHNOLOGICAL,Air,1
United States,America,2011,TECHNOLOGICAL,Road,1
United States,America,2012,CLIMATIC,Drought,2
United States,America,2012,CLIMATIC,Extreme temperature,1
United States,America,2012,CLIMATIC,Flood,1
United States,America,2012,CLIMATIC,Storm,19
United States,America,2012,CLIMATIC,Wildfire,2
United States,America,2012,CONFLICTS,Intrastate conflict,1
United States,America,2012,CONFLICTS,Terrorist attack,20
United States,America,2012,ECOLOGICAL,Infectious disease,1
United States,America,2013,CLIMATIC,Extreme temperature,1
United States,America,2013,CLIMATIC,Flood,7
United States,America,2013,CLIMATIC,Storm,15
United States,America,2013,CLIMATIC,Wildfire,5
United States,America,2013,CONFLICTS,Intrastate conflict,1
United States,America,2013,CONFLICTS,Terrorist attack,20
United States,America,2013,TECHNOLOGICAL,Air,1
United States,America,2013,TECHNOLOGICAL,Explosion (Industrial),1
Uruguay,America,1990,CONFLICTS,Terrorist attack,1
Uruguay,America,1990,ECONOMIC,Currency Crises,1
Uruguay,America,1990,ECONOMIC,Debt Crises,1
Uruguay,America,1991,CLIMATIC,Flood,1
Uruguay,America,1991,CONFLICTS,Terrorist attack,3
Uruguay,America,1991,ECONOMIC,Currency Crises,1
Uruguay,America,1992,CLIMATIC,Flood,1
Uruguay,America,1992,CONFLICTS,Terrorist attack,11
Uruguay,America,1992,TECHNOLOGICAL,Road,1
Uruguay,America,1993,CLIMATIC,Storm,1
Uruguay,America,1993,CONFLICTS,Terrorist attack,4
Uruguay,America,1994,CONFLICTS,Terrorist attack,4
Uruguay,America,1995,CONFLICTS,Terrorist attack,1
Uruguay,America,1996,CONFLICTS,Terrorist attack,1
Uruguay,America,1997,CLIMATIC,Storm,1
Uruguay,America,1997,CONFLICTS,Terrorist attack,2
Uruguay,America,1997,TECHNOLOGICAL,Air,1
Uruguay,America,1998,CLIMATIC,Flood,1
Uruguay,America,1999,CLIMATIC,Drought,1
Uruguay,America,1999,CLIMATIC,Storm,1
Uruguay,America,1999,TECHNOLOGICAL,Road,1
Uruguay,America,2000,CLIMATIC,Extreme temperature,1
Uruguay,America,2000,CLIMATIC,Flood,1
Uruguay,America,2000,CLIMATIC,Storm,1
Uruguay,America,2001,CLIMATIC,Flood,1
Uruguay,America,2001,ECOLOGICAL,Aquaculture,1
Uruguay,America,2002,CLIMATIC,Flood,1
Uruguay,America,2002,CLIMATIC,Storm,1
Uruguay,America,2002,ECONOMIC,Banking Crises,1
Uruguay,America,2002,ECONOMIC,Currency Crises,1
Uruguay,America,2003,CLIMATIC,Flood,1
Uruguay,America,2003,ECONOMIC,Banking Crises,1
Uruguay,America,2003,ECONOMIC,Currency Crises,1
Uruguay,America,2004,CLIMATIC,Extreme temperature,1
Uruguay,America,2004,ECONOMIC,Banking Crises,1
Uruguay,America,2005,CLIMATIC,Storm,1
Uruguay,America,2005,CONFLICTS,Terrorist attack,1
Uruguay,America,2005,ECONOMIC,Banking Crises,1
Uruguay,America,2005,TECHNOLOGICAL,Water,1
Uruguay,America,2007,CLIMATIC,Extreme temperature,1
Uruguay,America,2007,CLIMATIC,Flood,2
Uruguay,America,2009,CLIMATIC,Flood,1
Uruguay,America,2009,ECOLOGICAL,Infectious disease,1
Uruguay,America,2010,CLIMATIC,Extreme temperature,1
Uruguay,America,2010,ECOLOGICAL,Infectious disease,1
Uruguay,America,2010,TECHNOLOGICAL,Fire (Miscellaneous),1
Uzbekistan,Asia,1990,CLIMATIC,Flood,0
Uzbekistan,Asia,1990,CLIMATIC,Mass movement (wet),0
Uzbekistan,Asia,1990,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,1990,CONFLICTS,Terrorist attack,0
Uzbekistan,Asia,1990,GEOPHYSICAL,Earthquake,0
Uzbekistan,Asia,1990,TECHNOLOGICAL,Air,0
Uzbekistan,Asia,1990,TECHNOLOGICAL,Explosion (Industrial),0
Uzbekistan,Asia,1990,TECHNOLOGICAL,Rail,0
Uzbekistan,Asia,1990,TECHNOLOGICAL,Road,0
Uzbekistan,Asia,1991,CLIMATIC,Flood,0
Uzbekistan,Asia,1991,CLIMATIC,Storm,0
Uzbekistan,Asia,1991,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,1991,CONFLICTS,Terrorist attack,0
Uzbekistan,Asia,1991,GEOPHYSICAL,Earthquake,0
Uzbekistan,Asia,1991,GEOPHYSICAL,Mass movement (dry),0
Uzbekistan,Asia,1991,TECHNOLOGICAL,Air,0
Uzbekistan,Asia,1991,TECHNOLOGICAL,Explosion (Industrial),0
Uzbekistan,Asia,1991,TECHNOLOGICAL,Fire (Industrial),0
Uzbekistan,Asia,1991,TECHNOLOGICAL,Fire (Miscellaneous),0
Uzbekistan,Asia,1992,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,1992,CONFLICTS,Terrorist attack,2
Uzbekistan,Asia,1992,ECOLOGICAL,Fisheries,0
Uzbekistan,Asia,1992,GEOPHYSICAL,Earthquake,1
Uzbekistan,Asia,1992,GEOPHYSICAL,Mass movement (dry),1
Uzbekistan,Asia,1993,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,1994,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,1995,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,1995,CONFLICTS,Terrorist attack,1
Uzbekistan,Asia,1996,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,1996,ECONOMIC,Currency Crises,1
Uzbekistan,Asia,1997,ECONOMIC,Currency Crises,1
Uzbekistan,Asia,1998,TECHNOLOGICAL,Collapse (Miscellaneous),1
Uzbekistan,Asia,1999,CLIMATIC,Mass movement (wet),1
Uzbekistan,Asia,1999,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,1999,CONFLICTS,Terrorist attack,8
Uzbekistan,Asia,1999,TECHNOLOGICAL,Explosion (Miscellaneous),1
Uzbekistan,Asia,2000,CLIMATIC,Drought,1
Uzbekistan,Asia,2000,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,2000,ECONOMIC,Currency Crises,1
Uzbekistan,Asia,2001,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,2002,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,2003,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,2004,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,2004,CONFLICTS,Terrorist attack,5
Uzbekistan,Asia,2004,TECHNOLOGICAL,Air,1
Uzbekistan,Asia,2005,CLIMATIC,Flood,1
Uzbekistan,Asia,2005,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,2005,CONFLICTS,Terrorist attack,2
Uzbekistan,Asia,2006,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,2006,TECHNOLOGICAL,Air,1
Uzbekistan,Asia,2007,CONFLICTS,Intrastate conflict,1
Uzbekistan,Asia,2008,CONFLICTS,Intrastate conflict,1
